site,site_name,sample_id,species,latitude,longitude,aspect,curvature,curvature_planform,curvature_profile,elevation_m,et_act_mm,et_pot_mm,npp,precip_mm,ruggedness,scf_average,sdd_average,solar_rad,heat_load,slope_degree,slope_percent,temp_average_c,temp_max_c,temp_min_c,tpi,twi_saga,vpd_max,vpd_min,deficit_1981_2010,dist_accum,ilap_code,forest_name,district_name,huc12_code,huc12_name,huc10_code,huc10_name,huc8_code,huc8_name
54,Gord,W05415,PSME,45.508116,-122.116592,220.9140015,-1.21507,-0.559789,0.655282,733,654,1093,9989,2802.159912,8.7178001,1e-04,102.4209976,259840.5,0.923290345,5.2090902,9.1167002,8.6349001,13.0500002,4.2220998,-2.25,8.5197802,8.1400003,1.17,41.97703934,2598771.5,260810,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Gordon Creek,1708000107,Lower Sandy River,17080001,Lower Columbia-Sandy
54,Gord,W05416,PSME,45.507895,-122.116305,213.1109924,-0.270016,-0.0616846,0.208331,734,654,1093,9989,2802.159912,8.5439997,1e-04,102.4209976,259840.5,0.933827538,7.1880498,12.6117001,8.6349001,13.0500002,4.2220998,-0.125,8.3287897,8.1400003,1.17,41.97703934,2629542.5,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Gordon Creek,1708000107,Lower Sandy River,17080001,Lower Columbia-Sandy
54,Gord,W05417,PSME,45.509192,-122.11706,288.4349976,0,0.067504,0.067504,743,556,1092,9989,2802.159912,4.24264,1e-04,113.1579971,213021.1875,0.887339464,3.32494,5.8096499,8.6349001,13.0500002,4.2220998,0.25,6.73876,8.1400003,1.17,42.09481049,2598144.75,260210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Gordon Creek,1708000107,Lower Sandy River,17080001,Lower Columbia-Sandy
54,Gord,W05418,PSME,45.509396,-122.117015,315,0.135008,0.0864051,-0.0486028,742,556,1092,9989,2802.159912,6.2449999,1e-04,113.1579971,213021.1875,0.859385385,5.19592,9.0935297,8.6349001,13.0500002,4.2220998,0.375,6.5753798,8.1400003,1.17,42.09481049,2602268,260210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Gordon Creek,1708000107,Lower Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05501,TSME,45.432839,-121.830492,217.3040009,-0.135008,-0.0467054,0.0883025,1289,576,1100,8783,3153.929932,16.0312004,0.386615,213.6320038,245135.875,0.947487527,13.6317997,24.2514,6.3498998,10.4499998,2.2509999,-0.125,6.6224999,5.9899998,0.8,57.79968643,9143426,120310,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05502,TSME,45.432681,-121.83066,218.9909973,0,0,0,1285,576,1100,8783,3153.929932,16.8523006,0.386615,213.6320038,245135.875,0.94592168,13.9385004,24.8188,6.3498998,10.4499998,2.2509999,0,6.25701,5.9899998,0.8,57.79968643,9120464,180210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05503,TSME,45.432683,-121.83082,218.9909973,0,0,0,1285,576,1100,8783,3153.929932,16.8523006,0.386615,213.6320038,245135.875,0.945921659,13.9385004,24.8188,6.3498998,10.4499998,2.2509999,0,6.25701,5.9899998,0.8,57.79968643,9128613,180210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05504,TSME,45.432683,-121.83082,218.9909973,0,0,0,1285,576,1100,8783,3153.929932,16.8523006,0.386615,213.6320038,245135.875,0.945921659,13.9385004,24.8188,6.3498998,10.4499998,2.2509999,0,6.25701,5.9899998,0.8,57.79968643,9128613,180210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05505,TSME,45.43268,-121.830786,218.9909973,0,0,0,1285,576,1100,8783,3153.929932,16.8523006,0.386615,213.6320038,245135.875,0.94592169,13.9385004,24.8188,6.3498998,10.4499998,2.2509999,0,6.25701,5.9899998,0.8,57.79968643,9124469,180210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05506,TSME,45.432679,-121.830893,218.9909973,0,0,0,1285,576,1100,8783,3153.929932,16.8523006,0.386615,213.6320038,245135.875,0.9459217,13.9385004,24.8188,6.3498998,10.4499998,2.2509999,0,6.25701,5.9899998,0.8,57.79968643,9133490,180210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05507,TSME,45.432614,-121.830884,218.9909973,0,0,0,1285,576,1100,8783,3153.929932,16.8523006,0.386615,213.6320038,245135.875,0.945922372,13.9385004,24.8188,6.3498998,10.4499998,2.2509999,0,6.25701,5.9899998,0.8,57.79968643,9109758,180210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05508,TSME,45.432683,-121.830888,218.9909973,0,0,0,1285,576,1100,8783,3153.929932,16.8523006,0.386615,213.6320038,245135.875,0.945921659,13.9385004,24.8188,6.3498998,10.4499998,2.2509999,0,6.25701,5.9899998,0.8,57.79968643,9134497,180210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05509,TSME,45.432432,-121.830822,236.3099976,-0.540032,-0.713249,-0.173218,1280,576,1100,8783,3153.929932,17.5499001,0.386615,213.6320038,245135.875,0.920211297,13.0529003,23.1840992,6.3498998,10.4499998,2.2509999,-0.75,7.8708301,5.9899998,0.8,57.79968643,9065733,180210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05510,TSME,45.432403,-121.830774,236.3099976,-0.540032,-0.713249,-0.173218,1280,576,1100,8783,3153.929932,17.5499001,0.386615,213.6320038,245135.875,0.920211596,13.0529003,23.1840992,6.3498998,10.4499998,2.2509999,-0.75,7.8708301,5.9899998,0.8,57.79968643,9048738,180210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05511,TSME,45.432462,-121.830206,246.1609955,-1.08006,-0.654234,0.42583,1288,576,1100,8783,3153.929932,16.6432991,0.386615,213.6320038,245135.875,0.904886013,12.1841002,21.5916004,6.3498998,10.4499998,2.2509999,-2.875,8.0440102,5.9899998,0.8,57.79968643,9049436,120310,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05512,TSME,45.43295,-121.831134,239.0359955,0.945055,0.4393,-0.505755,1286,576,1100,8783,3153.929932,19.7737007,0.386615,213.6320038,245135.875,0.914737489,14.9926004,26.7810993,6.3498998,10.4499998,2.2509999,2.625,5.6473098,5.9899998,0.8,57.79968643,9240655,180210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05513,PSME,45.433054,-121.831037,239.0359955,0.945055,0.4393,-0.505755,1286,576,1100,8783,3153.929932,19.7737007,0.386615,213.6320038,245135.875,0.914736415,14.9926004,26.7810993,6.3498998,10.4499998,2.2509999,2.625,5.6473098,5.9899998,0.8,57.56698227,9212759,180210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05514,ABPR?,45.433053,-121.831199,239.0359955,0.945055,0.4393,-0.505755,1286,576,1100,8783,3153.929932,19.7737007,0.386615,213.6320038,245135.875,0.914736425,14.9926004,26.7810993,6.3498998,10.4499998,2.2509999,2.625,5.6473098,5.9899998,0.8,58.21179581,9202380,180210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05515,TSME,45.433022,-121.831169,239.0359955,0.945055,0.4393,-0.505755,1286,576,1100,8783,3153.929932,19.7737007,0.386615,213.6320038,245135.875,0.914736745,14.9926004,26.7810993,6.3498998,10.4499998,2.2509999,2.625,5.6473098,5.9899998,0.8,57.79968643,9216636,180210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
55,Head,W05516,ABAM,45.433387,-121.830692,243.1529999,-0.540032,-0.0317824,0.508249,1298,576,1100,8783,3153.929932,27.9463997,0.386615,213.6320038,245135.875,0.892365599,22.6347008,41.6971016,6.3498998,10.4499998,2.2509999,0.375,5.1942701,5.9899998,0.8,57.56698227,9030234,120310,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Headwaters Sandy River,1708000101,Upper Sandy River,17080001,Lower Columbia-Sandy
56,Bull1,W05601,PSME,45.503286,-122.009818,180,-2.16013,-0.766261,1.39387,483,626,1079,11029,2442.729981,19.6977005,0.0716064,92.947403,775688.0625,0.961863993,11.4250002,20.2089005,9.2448997,14.6999998,3.7946,-3.75,6.1367998,10.2700005,0.77,44.19773102,4466319,260210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05602,PSME,45.50345,-122.00901,209.0549927,-0.810047,-0.437218,0.37283,490,626,1079,11029,2442.729981,25.1396008,0.0716064,92.947403,775688.0625,0.968281804,20.7215004,37.8297005,9.2448997,14.6999998,3.7946,-1,6.67589,10.2700005,0.77,44.19773102,4493160,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05603,PSME,45.503235,-122.009559,195.2550049,-1.08006,-1.35008,-0.270016,478,626,1079,11029,2442.729981,20.0249996,0.0716064,92.947403,775688.0625,0.969209639,14.6728001,26.1837006,9.2448997,14.6999998,3.7946,-1.875,7.1064501,10.2700005,0.77,44.19773102,4492254.5,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05604,PSME,45.50349,-122.00871,205.427002,2.02512,0.648663,-1.37646,498,626,1079,11029,2442.729981,23.0650997,0.0716064,92.947403,775688.0625,0.967426476,17.2348003,31.0217991,9.2448997,14.6999998,3.7946,3.75,7.2357101,10.2700005,0.77,43.83854294,4491316.5,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05605,PSME,45.503185,-122.009618,195.2550049,-1.08006,-1.35008,-0.270016,478,626,1079,11029,2442.729981,20.0249996,0.0716064,92.947403,775688.0625,0.969210156,14.6728001,26.1837006,9.2448997,14.6999998,3.7946,-1.875,7.1064501,10.2700005,0.77,44.19773102,4447730.5,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05606,PSME,45.5035,-122.00886,205.427002,2.02512,0.648663,-1.37646,498,626,1079,11029,2442.729981,23.0650997,0.0716064,92.947403,775688.0625,0.967426373,17.2348003,31.0217991,9.2448997,14.6999998,3.7946,3.75,7.2357101,10.2700005,0.77,44.19773102,4504208,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05607,PSME,45.503241,-122.010295,195.9450073,0.67504,-0.108006,-0.783046,486,626,1079,11029,2442.729981,10.1489,0.0716064,92.947403,775688.0625,0.925635595,3.8259001,6.6873999,9.2448997,14.6999998,3.7946,0.125,6.4769902,10.2700005,0.77,43.96443939,4477166.5,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05608,PSME,45.50375,-122.00868,206.5650024,0.810047,0.270016,-0.540032,502,626,1079,11029,2442.729981,12.9615002,0.0716064,92.947403,775688.0625,0.932094938,5.86377,10.2700996,9.2448997,14.6999998,3.7946,2.75,8.5523596,10.2700005,0.77,43.81858444,4566594.5,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05609,PSME,45.502987,-122.010283,185.1940002,-1.7551,0.0857047,1.8408099,470,626,1079,11029,2442.729981,26.5517998,0.0716064,92.947403,775688.0625,0.97983216,16.9293995,30.4382992,9.2448997,14.6999998,3.7946,-4.625,5.38271,10.2700005,0.77,43.96443939,4395603.5,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05610,TSHE,45.50348,-122.00928,209.0549927,-0.810047,-0.437218,0.37283,490,626,1079,11029,2442.729981,25.1396008,0.0716064,92.947403,775688.0625,0.968281496,20.7215004,37.8297005,9.2448997,14.6999998,3.7946,-1,6.67589,10.2700005,0.77,44.19773102,4507978.5,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05611,PSME,45.502908,-122.010519,205.973999,0.67504,1.1734101,0.498368,471,626,1079,11029,2442.729981,27.1476994,0.0716064,92.947403,775688.0625,0.973727484,21.7273006,39.8501015,9.2448997,14.6999998,3.7946,0.625,4.7588601,10.2700005,0.77,43.96443939,4540380.5,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05612,PSME,45.50379,-122.00946,283.3919983,0,0.276766,0.276766,497,626,1079,11029,2442.729981,7,0.0716064,92.947403,775688.0625,0.877725116,5.66224,9.9147701,9.2448997,14.6999998,3.7946,-0.375,7.4292998,10.2700005,0.77,43.63274002,4536065,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05613,PSME,45.503422,-122.010127,195.9450073,0.67504,-0.108006,-0.783046,486,626,1079,11029,2442.729981,10.1489,0.0716064,92.947403,775688.0625,0.925633749,3.8259001,6.6873999,9.2448997,14.6999998,3.7946,0.125,6.4769902,10.2700005,0.77,43.96443939,4481299.5,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05614,PSME,45.50374,-122.00878,206.5650024,0.810047,0.270016,-0.540032,502,626,1079,11029,2442.729981,12.9615002,0.0716064,92.947403,775688.0625,0.932095041,5.86377,10.2700996,9.2448997,14.6999998,3.7946,2.75,8.5523596,10.2700005,0.77,43.63274002,4645687,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05615,PSME,45.503322,-122.010243,195.9450073,0.67504,-0.108006,-0.783046,486,626,1079,11029,2442.729981,10.1489,0.0716064,92.947403,775688.0625,0.925634769,3.8259001,6.6873999,9.2448997,14.6999998,3.7946,0.125,6.4769902,10.2700005,0.77,43.96443939,4483223,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05616,PSME,45.502552,-122.008837,180,1.21507,-0.0124623,-1.22753,480,626,1079,11029,2442.729981,16.2787991,0.0716064,92.947403,775688.0625,0.949049218,8.3611097,14.6974001,9.2448997,14.6999998,3.7946,3.375,7.27245,10.2700005,0.77,42.17882538,4358482.5,260210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05617,PSME,45.503766,-122.009993,264.2890015,0.945055,-0.160147,-1.1052001,495,626,1079,11029,2442.729981,14.6629,0.0716064,92.947403,775688.0625,0.879209174,10.4609003,18.4633007,9.2448997,14.6999998,3.7946,2.375,7.2487898,10.2700005,0.77,43.09838104,4541213,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05618,PSME,45.502552,-122.008647,180,1.21507,-0.0124623,-1.22753,480,626,1079,11029,2442.729981,16.2787991,0.0716064,92.947403,775688.0625,0.949049218,8.3611097,14.6974001,9.2448997,14.6999998,3.7946,3.375,7.27245,10.2700005,0.77,39.82608414,4364970.5,260210,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
56,Bull1,W05619,PSME,45.50385,-122.00866,234.4620056,0.135008,0.270016,0.135008,502,626,1079,11029,2442.729981,5.4772301,0.0716064,92.947403,775688.0625,0.910395461,2.2625699,3.95099,9.2448997,14.6999998,3.7946,0.25,8.5436897,10.2700005,0.77,43.81858444,4545969.5,260510,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Middle Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
57,Tim2,W05701,PSME,45.15673,-121.8057,285.2550049,-0.540032,-0.0794164,0.460615,1323,507,1080,9711,1731.219971,11.3577995,0.415013,213.2630005,536781.875,0.860622673,8.9283199,15.7102003,5.8999,10.7898998,1.0094,-1.125,8.2328701,7.5599999,0.34,87.90519714,7845047,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05702,PSME,45.157281,-121.805657,280.7130127,-0.405024,-0.004765,0.400259,1321,507,1080,9711,1731.219971,12.0830002,0.415013,213.2630005,536781.875,0.861482761,9.8123999,17.2952995,5.8999,10.7898998,1.0094,-1,8.0269403,7.5599999,0.34,87.90519714,7858254.5,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05703,TSME,45.15667,-121.80569,294.1459961,-0.810047,-0.436951,0.373096,1324,507,1080,9711,1731.219971,10.8167,0.415013,213.2630005,536781.875,0.854253005,8.3045597,14.5965996,5.8999,10.7898998,1.0094,-1.625,8.42904,7.5599999,0.34,87.90519714,7843246,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05704,PSME,45.156652,-121.805403,294.1459961,-0.810047,-0.436951,0.373096,1324,507,1080,9711,1731.219971,10.8167,0.415013,213.2630005,536781.875,0.85425319,8.3045597,14.5965996,5.8999,10.7898998,1.0094,-1.625,8.42904,7.5599999,0.34,87.58687592,7825278,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05705,TSME,45.15667,-121.8056,294.1459961,-0.810047,-0.436951,0.373096,1324,507,1080,9711,1731.219971,10.8167,0.415013,213.2630005,536781.875,0.854253005,8.3045597,14.5965996,5.8999,10.7898998,1.0094,-1.625,8.42904,7.5599999,0.34,87.90519714,7837796.5,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05706,PSME,45.156613,-121.805237,285.9450073,0.135008,-0.162009,-0.297017,1329,507,1080,9711,1731.219971,9.2195396,0.415013,213.2630005,536781.875,0.867772862,7.61799,13.3747997,5.8999,10.7898998,1.0094,0.375,8.2085896,7.5599999,0.34,87.58687592,7815169.5,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05707,PSME,45.15651,-121.80502,282.5289917,0.270016,0.135008,-0.135008,1332,507,1080,9711,1731.219971,5.6568499,0.415013,213.2630005,536781.875,0.886196002,4.8407898,8.4689398,5.8999,10.7898998,1.0094,0.5,7.9365602,7.5599999,0.34,86.85482025,7805016.5,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05708,TSME,45.156691,-121.80505,285.9450073,0.135008,-0.162009,-0.297017,1329,507,1080,9711,1731.219971,9.2195396,0.415013,213.2630005,536781.875,0.867772064,7.61799,13.3747997,5.8999,10.7898998,1.0094,0.375,8.2085896,7.5599999,0.34,87.08554077,7804706,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05709,TSME,45.15653,-121.80505,285.9450073,0.135008,-0.162009,-0.297017,1329,507,1080,9711,1731.219971,9.2195396,0.415013,213.2630005,536781.875,0.867773711,7.61799,13.3747997,5.8999,10.7898998,1.0094,0.375,8.2085896,7.5599999,0.34,86.85482025,7806057.5,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05710,PSME,45.156806,-121.80469,293.1990051,0,0,0,1333,507,1080,8389,1731.219971,4.4721398,0.415013,213.2630005,536781.875,0.884438387,4.00174,6.9957399,5.8999,10.7898998,1.0094,0,7.7818198,7.5599999,0.34,87.08554077,7787933.5,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05711,TSME,45.15648,-121.80494,282.5289917,0.270016,0.135008,-0.135008,1332,507,1080,9711,1731.219971,5.6568499,0.415013,213.2630005,536781.875,0.886196307,4.8407898,8.4689398,5.8999,10.7898998,1.0094,0.5,7.9365602,7.5599999,0.34,86.85482025,7802228,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05712,PSME,45.156844,-121.804849,286.3900146,-0.135008,-0.111183,0.0238249,1331,507,1080,8389,1731.219971,5.6568499,0.415013,213.2630005,536781.875,0.8845924,4.6528702,8.13869,5.8999,10.7898998,1.0094,0,7.9345198,7.5599999,0.34,87.08554077,7793891.5,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05713,PSME,45.15702,-121.80488,286.3900146,0.405024,0.127066,-0.277957,1331,507,1080,8389,1731.219971,6,0.415013,213.2630005,536781.875,0.884590611,4.6528702,8.13869,5.8999,10.7898998,1.0094,0.75,7.9397302,7.5599999,0.34,87.08554077,7794489.5,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05714,PSME,45.15684,-121.805174,278.6159973,0.67504,0.132931,-0.542109,1329,507,1080,9711,1731.219971,11.3136997,0.415013,213.2630005,536781.875,0.870197618,8.7153902,15.3296003,5.8999,10.7898998,1.0094,1.5,7.6153698,7.5599999,0.34,87.90519714,7812827,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05715,PSME,45.1574,-121.80534,282.5289917,0.405024,0.0190599,-0.385964,1327,507,1080,9711,1731.219971,11.8743,0.415013,213.2630005,536781.875,0.86009878,9.6134501,16.9379005,5.8999,10.7898998,1.0094,1.125,7.90275,7.5599999,0.34,87.90519714,7829134.5,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05716,PSME,45.157265,-121.805456,280.7130127,-0.405024,-0.004765,0.400259,1321,507,1080,9711,1731.219971,12.0830002,0.415013,213.2630005,536781.875,0.861482925,9.8123999,17.2952995,5.8999,10.7898998,1.0094,-1,8.0269403,7.5599999,0.34,87.90519714,7840760.5,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05717,PSME,45.15745,-121.80539,278.1300049,0.270016,-0.121013,-0.391029,1326,507,1080,9711,1731.219971,11.2693996,0.415013,213.2630005,536781.875,0.868202332,9.2234402,16.2385006,5.8999,10.7898998,1.0094,0.875,8.1403303,7.5599999,0.34,87.90519714,7833078,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
57,Tim2,W05718,PSME,45.157478,-121.805392,278.1300049,0.270016,-0.121013,-0.391029,1326,507,1080,9711,1731.219971,11.2693996,0.415013,213.2630005,536781.875,0.868202045,9.2234402,16.2385006,5.8999,10.7898998,1.0094,0.875,8.1403303,7.5599999,0.34,87.90519714,7833099,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,Timothy Lake-Oak Grove Fork Clackamas River,1709001103,Oak Grove Fork Clackamas River,17090011,Clackamas
58,Bull2,W05801,PSME,45.45277,-121.95048,181.3970032,-1.48509,0,1.48509,1161,592,1101,10444,3402.620117,17.3780994,0.261256,193.473999,559078.8125,0.959353691,10.6675997,18.8365993,6.6349001,10.9899998,2.276,-3.75,6.6364102,6.8099999,0.88,42.21535492,7537690.5,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,South Fork Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
58,Bull2,W05802,PSME,45.45277,-121.95061,181.3970032,-1.48509,0,1.48509,1161,592,1101,10444,3402.620117,17.3780994,0.261256,193.473999,559078.8125,0.959353691,10.6675997,18.8365993,6.6349001,10.9899998,2.276,-3.75,6.6364102,6.8099999,0.88,42.21535492,7574990.5,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,South Fork Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
58,Bull2,W05803,PSME,45.45266,-121.95103,172.3040009,-1.48509,-0.357374,1.12771,1161,592,1101,10444,3402.620117,17.6068001,0.238583,178.6840057,559078.8125,0.954779281,9.7306099,17.1483002,6.6349001,10.9899998,2.276,-4.25,6.3717499,6.8099999,0.88,42.21535492,7708585,120410,Mt. Hood National Forest,Zigzag Ranger District,1.71e+11,South Fork Bull Run River,1708000105,Bull Run River,17080001,Lower Columbia-Sandy
